NP_type,Coating,core_size_nm,Surf_charge_mV,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,Viability
CdSe,None,5.2,,,1.0,24.0,LLC­PK1,Pig,Kidney,Epithelial,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,1.0
CdTe,None,7.0,,,2.0,6.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,98.88
CdSe,None,1.8,,,0.02,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,7.0
CdSe,None,4.0,,,1.0,72.0,A431,Human,Skin,Epithelial,Adult,cancer,female,NR,toluylene red,quantum_dots,87.76
CdSe,None,9.0,,,0.02,288.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.62
CdSe,None,65.0,,,0.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,57.43
CdTe,None,3.0,,,1.25,24.0,H460,Human,Lung,Epithelial,,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,25.0
CdSe,Cystein_based,5.1,,,0.9,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,30.23
CdSe,Folic_acid_based,13.5,,,0.01,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,84.1
CdSe,None,3.01,,,0.1,3.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,87.0
CdTe,None,5.3,,,0.02,8.0,Raji,Human,Lymph,Lymphocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,90.91
CdSe,None,4.3,,,0.39,4.0,CHO_K1,Hamster,Ovary,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,quantum_dots,70.69
CdSe,None,5.5,,,0.08,24.0,IMR,Human,Brain,Neural,,Normal,,MTT,TetrazoliumSalt,quantum_dots,95.0
CdSe,None,6.7,,,0.16,24.0,BMDM,Mouse,BoneMarrow,Monocyte,,Normal,,LDH,LDHrelease,quantum_dots,59.7
CdTe,None,2.2,,,59.36,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,10.0
CdSe,None,5.45,,,0.04,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTT,TetrazoliumSalt,quantum_dots,68.18
CdTe,None,3.5,,,1.01,12.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,58.0
CdSe,None,4.6,,,7.17,8.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,55.4
QD,Dopamine,5.4,,Sphere,,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,109.52
CdSe,None,9.2,,,0.01,4.0,S-Cerevisiae,Yeast,Microorganism,Somatic,,Normal,,LDH,LDHrelease,quantum_dots,85.71
CdSe,None,7.15,,,0.01,168.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,105.0
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,97.87
CdTe,None,2.8,,,12.32,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,Live/Dead,,quantum_dots,83.0
CdSe,Sulforaphane,6.7,,,30.0,24.0,ATG5-MEF,Mouse,Embryo,Stem-cell,Stem,cancer,male,MTT,TetrazoliumSalt,quantum_dots,5.0
CdSe,CPP,4.0,,,0.2,24.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,70.41
CdTe,Folic_acid_based,4.3,,,0.1,3.0,KB,Human,Cervix,Epithelial,,cancer,female,MTT,TetrazoliumSalt,quantum_dots,56.25
CdTe,None,4.5,,,0.3,168.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,56.9
CdTe,None,4.6,,,1.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,Calcein,CalceinAM,quantum_dots,100.0
CdTe,None,3.4,,,10.22,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,16.0
CdSe,None,5.45,,,0.04,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,None,12.0,,,0.0,48.0,primary,Cow,Knee,Chondrocytes,Adult,Normal,,MTS,TetrazoliumSalt,quantum_dots,75.0
CdSeTe,BSA,7.68,,,0.28,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,67.56
CdTe,gum_arabic,3.0,,,0.2,48.0,HELF,Human,Lung,Fibroblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,29.8
CdSe,None,5.5,,,0.1,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,124.0
CdTe,None,3.4,,,0.0,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,25.0
CdSe,Trp_based,4.9,,,1.01,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,36.05
CdSe,None,9.0,,,0.02,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,53.0
CdHgTe,None,7.0,,,100.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,Colonigenic-assay,CrystalViolet,quantum_dots,15.22
CdSe,None,2.6,,,4.0,4.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,63.0
CdSe,Arginine_based,4.55,,,1.31,48.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,30.0
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,86.17
CdS,None,4.7,,,0.02,72.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,89.0
CdSe,None,1.4,,,7.79,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,5.0
CdSe,Arginine_based,3.36,,,2.84,48.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,28.0
CdSe,None,8.1,,,0.08,48.0,L-02,Human,Liver,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,59.6
QDs,TGA,3.6,-27.0,,0.0,10.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,63.35
CdSe,Folic_acid_based,5.0,,,1.0,24.0,KB,Human,Cervix,Epithelial,,cancer,female,MTT,TetrazoliumSalt,quantum_dots,2.0
CdTe,Folic_acid_based,3.0,,,0.5,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,92.0
CdS,Cystein_based,2.3,,,8.15,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,31.6
CdSeTe,None,5.7,,,0.64,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,82.0
CdSe,None,7.0,,,0.62,48.0,Colo­205,Human,Colon,Epithelial,Adult,cancer,male,Trypan_Blue,Trypan_Blue,quantum_dots,90.7
CdTe,None,2.2,,,0.71,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,FACS,fluorescent,quantum_dots,64.15
CdSeTe,HSV_TK_based,12.0,,,0.03,96.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,85.0
CdTe,None,4.5,,,2.0,44.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,86.36
CdSe,PULsin,4.0,,,0.2,1.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,60.0
CdSe,Lipofectamine,4.0,,,0.04,4.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,50.0
CdSeTe,None,8.65,,,0.02,24.0,RAG,Mouse,Kidney,Fibroblast,,cancer,,MTT,TetrazoliumSalt,quantum_dots,63.0
CdSe,None,4.6,,,0.02,48.0,primary,Cow,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,120.0
CdTe,None,2.8,,,39.44,5.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,45.0
CdSe,None,4.6,,,0.02,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,None,7.15,,,0.02,168.0,Stem,Rat,Pancreas,Stem-cell,Stem,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,109.0
CdSeTe,HSV_TK_based,12.0,,,0.01,72.0,SMMC-7721,Human,Liver,Hepatocyte,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,97.87
CdSe,None,5.0,,,0.01,96.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,97.38
CdTe,Folic_acid_based,6.0,,,0.0,4.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,96.0
CdTe,Herceptin,7.0,,,0.0,48.0,SK­BR­3,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,27.0
CdSe,Lipofectamine,7.2,,,0.01,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,98.87
CdSe,CPP,4.0,,,0.1,2.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,76.0
CdSe,None,2.8,,,0.25,24.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,78.0
CdSe,None,4.3,,,0.05,12.0,HDF,Human,Skin,Fibroblast,Adult,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,3.0
CdSe,None,5.7,,,0.1,2.0,primary,Human,Skin,Fibroblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,83.67
CdSe,None,4.0,,,0.08,2.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,90.0
CdSe,Serum_based,5.0,,,0.02,72.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,57.69
CdSeS,None,6.0,,,0.6,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Live/Dead,,quantum_dots,66.67
CdTe,None,3.68,,,7.86,2.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,83.21
CdTe,None,4.5,,,0.08,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,50.0
CdTe,None,3.6,,,0.09,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,97.47
CdSe,None,5.0,,,0.11,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,25.0
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,LDH,LDHrelease,quantum_dots,101.0
CdSe,Hypotonic,3.4,,,0.01,0.0,H9C2,Rat,Heart,Myoblast,,cancer,male,Live/Dead,,quantum_dots,90.32
CdTe,None,3.1,,,0.01,24.0,CRL-163,Mouse,Embryo,Fibroblast,fetus,Normal,,MTS,TetrazoliumSalt,quantum_dots,99.0
CdTe,None,5.3,,,0.02,12.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,85.91
CdTe,None,2.9,,,1.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,Calcein,CalceinAM,quantum_dots,61.54
CdSe,Tyrosinase,3.3,,,0.5,24.0,B16,Mouse,Skin,Epithelial,,cancer,,MTT,TetrazoliumSalt,quantum_dots,105.6
CdSe,Folic_acid_based,4.0,,,34.77,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,41.96
CdSe,BSA,4.53,,,6.97,24.0,Hepatocyte,Rat,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,None,4.6,,,7.17,1.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,86.0
CdSe,SA_based,7.15,,,0.04,1.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,69.3
CdTe,None,2.3,,,0.96,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,2.94
CdTe,None,4.0,,,330.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,22.86
CdSe,CPP,9.0,,,0.0,72.0,hADAS,Human,Adipose-tissue,Endothelial,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,112.5
CdTe,Cystein_based,,,,1.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,58.14
CdSe,None,9.0,,,0.02,48.0,primary,Cow,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,132.0
CdTe,None,3.68,,,0.33,8.0,MammalianLeukocytes,Rat,Blood,Leukocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,81.0
CdTe,MTX,,,,3.47,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,52.38
CdSe,AMP,5.27,,,0.1,100.0,T-Thermophila-BF5,Protozoa,Microorganism,Somatic,,Normal,,Others,,quantum_dots,131.54
CdSe,CPP,4.0,,,0.1,2.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,97.0
CdTe,None,4.6,,,1.79,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,54.82
CdSe,None,4.0,,,0.2,24.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,49.56
CdTe,None,4.0,,,2.4,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,11.11
CdSe,Curcumin,3.3,,,0.19,1.0,HL-60,Human,Blood,Myeloid,Adult,cancer,female,FACS,fluorescent,quantum_dots,86.96
CdTe,Antibiotics,5.06,,,0.21,24.0,HK-2,Human,Kidney,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,80.95
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,100.0
CdS,None,65.0,,,5.4,6.0,S-Cerevisiae,Yeast,Microorganism,Somatic,,Normal,,FDA,,quantum_dots,50.27
CdSe,None,5.4,,,3.2,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,74.0
CdSe,RGD_based,5.5,,,0.01,24.0,A375,Human,Skin,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,81.94
QDs,TGA,3.6,-27.0,,0.0,12.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,ApoTox­Glo_Triplex,Caspase_Glo,quantum_dots,29.98
CdTe,None,2.99,,,0.02,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,59.0
CdTe,gum_arabic,3.0,,,0.2,48.0,HELF,Human,Lung,Fibroblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,8.89
CdSe,Anthracene,5.0,,,10.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,72.0
CdSe,Scrambled_Peptide,5.0,,,0.41,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,78.69
CdSeTe,None,4.2,,,37.05,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,67.0
CdSe,L_GSH_based,5.0,,,1.09,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,93.02
CdSe,Trp_based,4.1,,,1.62,48.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,37.21
CdSe,Doxorubicin,7.15,,,0.01,1.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,Luciferase-assay,,quantum_dots,50.0
CdTe,None,3.0,,,1.4,4.0,4T1,Mouse,Breast,Epithelial,,cancer,female,MTT,TetrazoliumSalt,quantum_dots,81.42
CdSeTe,None,5.0,,,0.44,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,23.0
CdSeTe,Camptothecin,12.0,,,0.01,24.0,B16,Mouse,Skin,Epithelial,,cancer,,MTT,TetrazoliumSalt,quantum_dots,8.33
CdSe,None,5.5,,,0.18,24.0,A375,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,33.33
CdSeTe,None,12.0,,,0.01,96.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,98.15
QD,MPA,5.4,,Sphere,,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,111.61
CdTe,FuGENE-HD,7.0,,,2.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,54.99
CdTe,Doxorubicin,5.0,,,0.18,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,33.68
CdSe,Cyclic-Strain,9.0,,,0.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,81.33
CdS,None,3.0,,,0.5,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,120.0
CdSe,None,5.6,,,0.4,4.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,104.57
CdTe,LipoicAcid,2.5,,,0.35,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdTe,None,2.5,,,0.1,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,APO_BrdU_TUNEL,BrdUTP,quantum_dots,37.0
CdTe,None,2.5,,,100.0,12.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,41.0
CdTe,Aptamer_based,5.5,,,0.0,4.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,78.0
CdSe,GSH,9.5,,,0.02,48.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,91.3
CdSe,None,4.5,,,5.0,48.0,Jurkat,Human,Blood,Lymphoblast,Adult,cancer,male,FACS,fluorescent,quantum_dots,98.0
CdSeTe,None,4.3,,,0.01,6.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,65.67
CdSe,None,5.4,,,0.1,12.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,ECIS,Impedance,quantum_dots,90.91
CdSe,None,4.0,,,0.0,72.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,80.77
CdTeS,Cystein_based,,,,1.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,83.72
CdSe,Poloxamer,7.7,,,0.03,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Trypan_Blue,Trypan_Blue,quantum_dots,81.08
CdTe,None,5.0,,,0.43,2.0,Spermatozoa,Mouse,Testis,Germ-cell,,Normal,male,Colonigenic-assay,CrystalViolet,quantum_dots,26.0
CdTe,GSH,3.7,,,1.55,4.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,90.0
CdSe,None,4.0,,,1.0,72.0,A431,Human,Skin,Epithelial,Adult,cancer,female,Trypan_Blue,Trypan_Blue,quantum_dots,86.0
CdSe,None,3.0,,,8.28,72.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,81.0
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,80.0
CdTe,None,3.1,,,0.02,48.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,96.0
CdSe,None,3.0,,,5.0,24.0,A2780,Human,Ovary,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,93.75
CdSe,HSA,5.5,,,5.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,89.29
CdTe,None,3.0,,,0.4,24.0,NG108-15,Mouse,Brain,Neural,,cancer,,Live/Dead,,quantum_dots,12.0
CdSe,None,3.3,,,0.39,1.0,HL-60,Human,Blood,Myeloid,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,39.0
CdSe,Folic_acid_based,3.0,,,0.5,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,94.67
CdSe,None,5.2,,,0.08,15.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,21.52
CdSe,SA_based,5.5,,,0.04,72.0,BNL1-ME-A.7R.1-(MEAR),Mouse,Liver,Epithelial,,Normal,,MTT,TetrazoliumSalt,quantum_dots,101.61
CdSe,D_penicillamine_based,5.4,,,0.5,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,91.67
CdSe,None,4.0,,,0.07,72.0,C6,Rat,Brain,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,21.8
CdTe,None,3.5,,,1.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,54.43
CdTe,Carborane,3.5,,,0.01,24.0,SMMC-7721,Human,Liver,Hepatocyte,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,20.0
CdSe,CPP,4.3,,,0.1,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,100.0
CdTe,None,3.5,,,0.06,48.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,32.26
CdSe,None,5.0,,,0.57,72.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,65.31
CdSe,None,9.0,,,0.02,432.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.62
CdSe,None,5.7,,,0.1,0.0,primary,Human,Skin,Fibroblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,75.51
CdTe,None,2.2,,,4.07,12.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,45.0
CdTe,None,7.0,,,2.0,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,62.27
CdSe,None,5.5,,,0.0,72.0,U251,Human,Brain,Epithelial,Adult,cancer,,MTT,TetrazoliumSalt,quantum_dots,98.0
CdSe,None,5.5,,,0.31,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,43.1
CdSe,None,5.4,,,0.1,48.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTS,TetrazoliumSalt,quantum_dots,121.21
QDs,None,6.0,,,4.2,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,90.7
CdSe,Delivery-Peptide,8.2,,,0.4,0.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,89.4
CdSe,None,5.6,,,0.08,6.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,68.28
CdS,Cystein_based,2.3,,,8.15,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,84.2
CdTe,None,2.8,,,2.96,1.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,95.5
CdSe,None,3.7,,,0.5,4.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,76.71
CdSe,None,9.0,,,0.21,384.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.62
CdSe,None,4.6,,,0.02,24.0,primary,Cow,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,88.0
CdSe,PULsin,4.0,,,0.2,1.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,72.0
CdSe,His_based,4.3,,,0.02,24.0,OUS-11,Human,Lung,Fibroblast,Adult,Normal,male,WST-1,TetrazoliumSalt,quantum_dots,95.0
CdSeTe,None,4.3,,,0.08,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,100.0
CdTe,None,2.8,,,2.96,2.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,95.0
CdSe,None,9.0,,,0.02,24.0,MEF,Mouse,embryo,Fibroblast,neonate,Normal,,Live/Dead,,quantum_dots,65.0
CdSe,Peptide-A,4.5,,,0.08,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,None,65.0,,,0.0,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,60.48
