NP_type,Coating,core_size_nm,Surf_charge_mV,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,Viability
CdSe,PULsin,4.0,,,0.2,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,65.0
CdSe,PULsin,4.0,,,0.2,1.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,76.0
CdHgTe,None,7.0,,,100.0,48.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,Colonigenic-assay,CrystalViolet,quantum_dots,10.94
CdS,None,4.0,,,0.03,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,58.18
CdTe,Transferrin_based,3.0,,,0.2,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,10.77
CdSe,Serum_based,5.0,,,0.02,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,75.38
CdTe,None,4.21,,,0.13,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,77.55
CdSe,Scrambled_Peptide,5.0,,,0.41,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,77.05
CdSe,None,4.6,,,0.01,48.0,ESC,Mouse,Embryo,Stem-cell,Stem,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,94.87
CdSeTe,Irinotecan,12.0,,,0.01,24.0,B16,Mouse,Skin,Epithelial,,cancer,,MTT,TetrazoliumSalt,quantum_dots,10.0
CdSe,HSA,6.0,,,3.32,12.0,PC3,Human,Prostate,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,51.61
CdSe,None,3.8,,,0.05,4.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,78.0
CdTe,None,5.3,,,0.02,96.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,10.2
CdSe,Phe,5.0,,,0.96,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,24.42
CdSe,None,6.48,,,0.43,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,3.33
CdSe,None,7.2,,,0.1,24.0,HCT-116,Human,Colon,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,100.0
CdSe,None,5.45,,,0.04,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdTe,None,5.3,,,0.02,48.0,Raji,Human,Lymph,Lymphocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,40.79
CdS,None,50.0,,,0.0,168.0,Euglena,Protozoa,Microorganism,Somatic,,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,8.93
CdSe,None,5.0,,,0.11,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,77.5
CdSe,None,6.7,,,0.04,24.0,BT-20,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,99.8
CdSe,Lipofectamine,7.2,,,0.01,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,98.87
CdSe,None,5.0,,,10.0,24.0,PC3,Human,Prostate,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,Hydroxyapatite,4.6,,,0.13,24.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,38.3
CdTe,None,3.2,,,0.33,6.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,53.93
CdSe,None,3.7,,,0.5,4.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,76.71
CdSe,Gd,4.0,,,0.5,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,FACS,fluorescent,quantum_dots,95.0
CdSe,RGD_based,4.5,,,0.08,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,110.0
CdSe,None,4.8,,,0.87,24.0,CHO_K1,Hamster,Ovary,Epithelial,Adult,Normal,female,XTT,TetrazoliumSalt,quantum_dots,76.0
CdSe,None,4.0,,,0.02,240.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,87.0
CdSe,nucleic_acids,3.6,,,0.04,24.0,CHO_K1,Hamster,Ovary,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,quantum_dots,75.0
CdSe,None,7.15,,,0.05,48.0,SNB19,Human,Brain,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,86.0
CdSe,nucleic_acids,6.0,,,0.1,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,66.2
CdTe,None,2.2,,,6.02,24.0,AML12,Mouse,Liver,Hepatocyte,,Normal,male,Others,,quantum_dots,12.0
CdSe,None,9.48,,,0.1,22.0,NHBE,Human,Lung,Epithelial,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,83.0
CdSe,Protein-Peptide,4.4,,,0.1,240.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Colonigenic-assay,CrystalViolet,quantum_dots,93.0
CdTe,Resveratrol,2.2,,,4.07,12.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,71.25
CdSe,None,4.6,,,0.04,36.0,HeCaT,Human,Skin,Keratinocyte,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,75.0
CdSe,None,4.0,,,0.2,1.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,96.97
CdSe,None,5.0,,,0.02,48.0,GT1-7,Mouse,Hypothalmus,Neural,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,94.12
CdS,None,7.0,,,0.01,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,92.0
CdSe,None,6.0,,,0.01,24.0,BEL,Human,Liver,Hepatocyte,Adult,cancer,,MTT,TetrazoliumSalt,quantum_dots,15.0
CdSe,GSH,3.9,,,0.5,12.0,L-02,Human,Liver,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,36.92
CdSe,None,7.15,,,0.02,168.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,94.0
CdSe,None,5.5,,,3.0,2.0,KB,Human,Cervix,Epithelial,,cancer,female,MTT,TetrazoliumSalt,quantum_dots,30.85
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,LDH,LDHrelease,quantum_dots,106.0
CdSe,None,5.7,,,0.1,0.0,primary,Human,Skin,Fibroblast,,Normal,,NR,toluylene red,quantum_dots,89.36
CdSe,None,5.2,,,1.0,48.0,LLC­PK1,Pig,Kidney,Epithelial,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0.0
CdTe,None,4.0,,,20.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,Triton-X100,9.0,,,0.2,72.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,5.0
QDs,None,25.0,,,0.01,24.0,SK­BR­3,Human,Breast,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,quantum_dots,98.24
CdSe,None,5.6,,,0.08,15.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,28.97
CdSe,Dopamine,5.0,,,0.01,2.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,71.0
CdTe,None,5.0,,,0.05,2.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,88.24
CdSe,None,7.15,,,0.05,48.0,SNB19,Human,Brain,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,77.0
CdSeTe,None,5.0,,,0.44,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,61.43
CdSe,None,11.2,,,0.02,48.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,40.0
CdS,None,4.7,,,0.02,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdTe,None,5.5,,,380.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,5.1,,,0.5,24.0,Oocyte,Mouse,Ovary,Germ-cell,,Normal,female,APO_BrdU_TUNEL,BrdUTP,quantum_dots,98.33
CdSe,None,3.0,,,8.28,12.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,91.0
CdSe,T-Antigen-NLS,4.3,,,0.01,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,83.33
CdSeTe,HSV_TK_based,12.0,,,0.01,72.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,75.53
CdSe,None,9.0,,,0.21,240.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,92.31
CdSe,Lipofectamine,7.2,,,0.01,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,100.17
CdSe,None,2.2,,,0.19,24.0,JB6,Human,Blood,Lymphocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,77.62
CdSe,Lipofectamine,4.0,,,0.2,4.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,83.0
CdSe,None,9.0,,,0.02,672.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.62
CdSe,None,5.4,,,3.2,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,74.0
CdSe,None,6.2,,,0.01,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,85.0
CdS,Antibody_based,2.5,,,0.04,72.0,SAOS,Human,Bone,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,105.0
CdSe,None,3.7,,,0.5,4.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,93.15
CdSe,None,5.7,,,0.1,0.0,primary,Human,Skin,Fibroblast,,Normal,,NR,toluylene red,quantum_dots,76.6
CdSe,None,4.0,,,1.0,72.0,A431,Human,Skin,Epithelial,Adult,cancer,female,LDH,LDHrelease,quantum_dots,101.0
CdSe,CPP,4.0,,,0.2,24.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,46.19
QDs,D_penicillamine_based,5.4,,,0.05,24.0,HMEC­1,Human,Skin,Endothelial,neonate,Normal,male,MTS,TetrazoliumSalt,quantum_dots,109.8
CdSeTe,None,3.0,,,11.08,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,7.03
CdTe,None,4.45,,,32.0,6.0,BRL-3A,Rat,Liver,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,83.0
QDs,PEG_based,37.0,,,0.02,24.0,SK­BR­3,Human,Breast,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,quantum_dots,97.93
CdSe,None,6.7,,,0.32,4.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,99.0
CdSe,None,4.0,,,0.01,6.0,Hepa1-6,Mouse,Liver,Hepatocyte,,cancer,female,Others,,quantum_dots,68.74
QDs,D_penicillamine_based,5.4,,,0.5,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,MTS,TetrazoliumSalt,quantum_dots,89.09
CdSe,None,4.6,,,0.02,24.0,C17_2,Mouse,Cerebellum,Neural,fetus,Normal,,Others,,quantum_dots,62.71
CdSe,None,9.0,,,0.0,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,34.13
CdTe,None,4.31,,,8.66,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,39.4
CdSe,None,4.72,,,0.06,24.0,Cd-Resistant-MT-Null,Mouse,Embryo,Fibroblast,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,39.62
CdSe,Cystein_based,,,,0.02,72.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,75.94
CdSe,SA_based,5.5,,,0.04,72.0,BNL1-ME-A.7R.1-(MEAR),Mouse,Liver,Epithelial,,Normal,,MTT,TetrazoliumSalt,quantum_dots,101.61
CdS,Mycelium,,,,0.28,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.0
CdTe,None,3.5,,,0.63,48.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,26.09
CdSe,None,7.15,,,0.02,168.0,Stem,Rat,Pancreas,Stem-cell,Stem,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,109.0
CdTe,None,2.5,,,0.35,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,92.31
CdSe,None,7.09,,,0.01,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,70.0
CdSe,RGD_based,4.0,,,0.03,168.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,81.58
CdSeS,None,4.1,,,0.86,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,104.55
CdSe,Serum_based,6.0,,,0.02,72.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,Colonigenic-assay,CrystalViolet,quantum_dots,80.0
CdSe,nucleic_acids,9.0,,,0.0,72.0,mMSCs,Mouse,BoneMarrow,Fibroblast,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,63.0
CdSe,None,10.7,,,0.08,24.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,25.71
CdTe,Cystein_based,3.3,,,0.23,1.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,85.71
CdSe,None,5.4,,,0.04,8.0,GES-1,Human,Gastic,Epithelial,neonate,Normal,,MTT,TetrazoliumSalt,quantum_dots,85.85
QD,MPA,5.4,,Sphere,,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,MTS,TetrazoliumSalt,quantum_dots,45.56
CdTe,None,2.6,,,3.0,48.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,8.45
CdSe,None,5.0,,,0.55,24.0,Myoblast,Rabbit,Muscle,Myoblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0.0
CdSe,Tetrazolomide,3.2,,,1.88,2.0,B16,Mouse,Skin,Epithelial,,cancer,,FACS,fluorescent,quantum_dots,14.0
CdSe,None,6.7,,,0.08,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,LDH,LDHrelease,quantum_dots,96.77
CdTe,None,2.5,,,100.0,48.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,3.0
CdSe,Trp_based,4.9,,,1.01,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,36.05
CdSe,None,5.45,,,0.04,24.0,HK-2,Human,Kidney,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,104.55
CdTe,None,6.09,,,0.0,72.0,Mussel,Mussel,Immune-system,Hemocyte,,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,98.75
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,86.17
CdSe,Aptamer_based,6.5,,,32.0,24.0,B16,Mouse,Skin,Epithelial,,cancer,,MTT,TetrazoliumSalt,quantum_dots,75.51
CdSeTe,None,4.3,,,0.08,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,None,5.4,,,0.1,12.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,ECIS,Impedance,quantum_dots,90.91
CdTe,GSH,3.3,,,9.5,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSeS,None,6.0,,,0.54,48.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,19.5
CdSe,None,3.2,,,1.88,2.0,B16,Mouse,Skin,Epithelial,,cancer,,FACS,fluorescent,quantum_dots,85.0
CdSeTe,nucleic_acids,12.0,,,0.5,72.0,BMDC,Mouse,BoneMarrow,Dendritic,,Normal,,MTS,TetrazoliumSalt,quantum_dots,99.31
CdS,None,3.1,,,0.1,120.0,SAOS,Human,Bone,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,64.77
CdTe,None,3.1,,,2.5,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,46.0
CdS,None,5.0,,,0.14,56.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,58.89
CdSe,None,5.4,,,0.1,48.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTS,TetrazoliumSalt,quantum_dots,121.21
CdSe,None,3.3,,,0.19,1.0,Lymphocyte,Human,Blood,Lymphocyte,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,46.0
CdTe,None,3.6,,,0.02,120.0,Hydra,Hydra,Polyp,Stem-cell,Stem,,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,83.33
CdSe,None,4.0,,,0.01,24.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,91.0
CdSe,None,4.0,,,0.01,48.0,ESC,Mouse,Embryo,Stem-cell,Stem,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,94.87
CdSe,None,5.5,,,0.4,48.0,U87,Human,Brain,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,48.94
CdSe,None,7.0,,,0.62,48.0,Colo­205,Human,Colon,Epithelial,Adult,cancer,male,Trypan_Blue,Trypan_Blue,quantum_dots,90.7
CdSeS,nucleic_acids,10.0,,,0.0,48.0,U251,Human,Brain,Epithelial,Adult,cancer,,MTS,TetrazoliumSalt,quantum_dots,67.0
CdSe,His_based,4.3,,,0.02,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,97.0
CdSe,SA_based,5.5,,,0.04,36.0,BNL1-ME-A.7R.1-(MEAR),Mouse,Liver,Epithelial,,Normal,,MTT,TetrazoliumSalt,quantum_dots,107.14
CdTe,Folic_acid_based,3.75,,,58.0,48.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,97.0
CdTe,None,3.0,,,1.4,4.0,4T1,Mouse,Breast,Epithelial,,cancer,female,MTT,TetrazoliumSalt,quantum_dots,81.42
CdTe,None,6.0,,,510.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdTe,Verbascoside,3.12,,,0.02,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,30.19
QD,DHLA,6.2,-26.2,Sphere,,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,86.09
CdSe,Anthracene,5.0,,,10.0,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,62.0
CdTe,None,5.0,,,4.13,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,53.33
CdTe,Trolox,5.2,,,0.19,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,49.21
CdS,None,5.0,,,10.0,48.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,Trypan_Blue,Trypan_Blue,quantum_dots,26.32
CdSe,None,25.0,,,0.0,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,47.46
CdTe,None,3.5,,,0.06,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,70.97
CdTe,None,4.0,,,0.08,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,XTT,TetrazoliumSalt,quantum_dots,45.1
QDs,SGF,1.4,,,12.5,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,105.55
CdSe,GlycyrrhizicAcid,3.5,,,1.78,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,13.5,,,0.01,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,90.9
CdSe,None,5.0,,,0.01,2.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,99.0
CdSe,sodium_based,3.0,,,8.28,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,4.5
CdTe,None,3.5,,,3.0,4.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,55.0
CdSe,CPP,4.0,,,0.1,2.0,Fibroblasts,Human,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,92.0
CdSe,Folic_acid_based,7.5,,,0.05,0.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,XTT,TetrazoliumSalt,quantum_dots,70.0
CdTe,gum_arabic,3.0,,,0.03,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,25.0,,,0.0,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,56.01
CdTe,GSH,3.7,,,2.59,3.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,92.25
CdS,Folic_acid_based,5.0,,,0.5,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,SRB,resazurin/sulforhodamine_B,quantum_dots,98.73
CdSe,None,4.5,,,0.16,24.0,A375,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,16.22
CdTe,None,3.1,,,0.02,48.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,96.0
CdSe,None,4.0,,,0.2,1.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,76.0
CdSe,None,3.2,,,5.0,48.0,Jurkat,Human,Blood,Lymphoblast,Adult,cancer,male,FACS,fluorescent,quantum_dots,95.0
CdSe,nucleic_acids,6.0,,,0.1,6.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,76.06
CdTe,None,3.0,,,0.2,48.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,6.52
CdSe,None,2.0,,,0.01,24.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,90.0
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,LDH,LDHrelease,quantum_dots,93.0
CdSe,None,4.0,,,0.0,72.0,R-reticulata,Microalgae,Microorganism,Somatic,,,,Colonigenic-assay,CrystalViolet,quantum_dots,49.8
CdSe,Arginine_based,2.4,,,0.15,72.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,98.15
CdSe,None,16.0,,,0.06,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,66.67
CdTe,None,3.7,,,3.0,0.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,90.0
CdSe,BSA,5.5,,,5.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,87.5
CdSe,None,4.6,,,0.02,24.0,primary,Cow,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,95.0
CdSe,None,4.5,,,5.0,48.0,Jurkat,Human,Blood,Lymphoblast,Adult,cancer,male,FACS,fluorescent,quantum_dots,100.0
CdTe,Uricacid-Reducer,5.06,,,0.21,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,18.92
CdTe,GSH,2.9,,,2.22,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,12.48
CdSe,None,9.0,,,0.02,240.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,94.0
CdTe,Cystein_based,3.5,,,2.52,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,8.9
CdSeTe,HSV_TK_based,12.0,,,0.01,96.0,BEL,Human,Liver,Hepatocyte,Adult,cancer,,MTT,TetrazoliumSalt,quantum_dots,60.0
CdSe,None,4.0,,,0.01,2.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,90.0
CdSe,None,4.6,,,3.74,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,97.8
CdSe,None,9.5,,,0.02,25.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,100.0
QDs,PEG_based,30.0,,,0.01,24.0,SK­BR­3,Human,Breast,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,quantum_dots,97.89
